Tumor_Sample_Barcode,Signature_1,Signature_2,Signature_3,Signature_4,Signature_5
TCGA-38-4631-01A-01D-1753-08,0.00026470729921654974,0.00026427959213205516,0.998941273519866,0.0002647118540255181,0.00026502773475999117
TCGA-38-4632-01A-01D-1753-08,0.05807536138892997,0.00039112627159101795,0.8529269993157723,0.01763346521587604,0.07097304780783058
TCGA-38-6178-01A-11D-1753-08,0.0037371364188738213,0.15637619311394757,0.5188543554023566,0.0037453595512162187,0.3172869555136058
TCGA-38-7271-01A-11D-2036-08,0.003727679338615027,0.003741176576208569,0.6100011424450612,0.3788386325708238,0.0036913690692913672
TCGA-3C-AAAU-01A-11D-A41F-09,0.008468387530965417,0.008626071337293949,0.008697208773445316,0.008770730126145274,0.96543760223215
TCGA-3C-AALI-01A-11D-A41F-09,0.018336824833289876,0.020079240481357643,0.012210915090546498,0.9490024462570013,0.00037057333780464723
TCGA-3C-AALJ-01A-31D-A41F-09,0.00726356548142871,0.007325108077124032,0.18776248565404402,0.10163199681638202,0.6960168439710213
TCGA-3C-AALK-01A-11D-A41F-09,0.0041388012585904755,0.04556467008998604,0.004143790482030427,0.21982691795765658,0.7263258202117365
TCGA-3N-A9WB-06A-11D-A38G-08,0.0010395229763150054,0.9372519325770297,0.0010456008142319768,0.0010548013829151087,0.05960814224950833
TCGA-3N-A9WD-06A-11D-A38G-08,0.00883394085896721,0.962912251196627,0.00018816779130065983,0.006704256120558936,0.021361384032546157
TCGA-44-2655-01A-01D-1553-08,0.0010942691855073614,0.0010871762977537143,0.995638094448039,0.0010916038574704438,0.001088856211229636
TCGA-44-2655-01A-01W-0928-08,0.0010570283265559964,0.0010525526102370104,0.9957805146961869,0.0010574737161633027,0.001052430650856742
TCGA-44-2656-01A-02D-0969-08,0.00022475949202389054,0.00022533397624359029,0.9991007618314109,0.0002237046988633576,0.0002254400014582883
TCGA-44-2656-01A-02D-A271-08,0.000247524989485626,0.0002468975531738283,0.9990144297888959,0.00024475534289485686,0.00024639232554971675
TCGA-44-2656-01A-02W-0928-08,0.0002545646265011115,0.00025425592684221566,0.9989848938102689,0.00025262939132504527,0.00025365624506280506
TCGA-44-2656-01A-12D-A27T-08,0.00023582032334791735,0.00023629065576217205,0.9990579539070585,0.00023406683711223254,0.00023586827671908338
TCGA-44-2656-01A-41D-A27T-08,0.0002299181901311732,0.0002301135191868579,0.99908125790644,0.00022852079990513176,0.00023018958433686254
TCGA-44-2656-01B-06D-A271-08,0.000271660402201359,0.0002718019154295344,0.9989147168430064,0.00027105434686547765,0.00027076649249712937
TCGA-44-2657-01A-01D-1105-08,0.0004909777667139579,0.0004886731643566461,0.9236323413098957,0.055457692795790645,0.019930314963243115
TCGA-44-2661-01A-01D-1105-08,0.004667732333793895,0.15916616177031023,0.22857244342909025,0.041222543130485276,0.5663711193363204
TCGA-44-2662-01A-01D-0969-08,0.0009077838849382179,0.029307589989127927,0.21393030789918546,0.7176827202519619,0.0381715979747865
TCGA-44-2662-01A-01D-A271-08,0.05684563746128317,0.0009463464788920885,0.2191904855430403,0.6664710420240917,0.05654648849269283
TCGA-44-2662-01A-01W-0928-08,0.000994842113419656,0.000993110412597838,0.2536651503666908,0.6879542803417219,0.05639261676556985
TCGA-44-2662-01B-02D-A271-08,0.0010844532568956241,0.0010807960410600928,0.1967461077952097,0.730699795691719,0.07038884721511551
TCGA-44-2665-01A-01D-A271-08,0.004242174129220717,0.004172636294483339,0.004218829308290833,0.2445412712250447,0.7428250890429604
TCGA-44-2665-01B-06D-A271-08,0.003909452257484538,0.003858655766025761,0.003894147180010036,0.24127407928842456,0.7470636655080551
TCGA-44-2666-01A-01D-1489-08,0.0065788865791858225,0.006611513964017948,0.006673935094160692,0.10881335753136286,0.8713223068312728
TCGA-44-2666-01A-01D-A271-08,0.0073100948523804185,0.007449661787649159,0.007375858997554243,0.12963309808407097,0.8482312862783452
TCGA-44-2666-01A-01W-0928-08,0.006183544859866968,0.0062198935377075,0.006243422715865152,0.10994509153656915,0.8714080473499912
TCGA-44-2666-01A-21D-A27T-08,0.005965574731791339,0.005925274969061609,0.005943825426638958,0.09945106682481054,0.8827142580476975
TCGA-44-2666-01A-41D-A27T-08,0.005877706535359779,0.005879010340791733,0.005944855216611899,0.12848964769830953,0.8538087802089271
TCGA-44-2666-01B-02D-A271-08,0.007850878448065177,0.007918772267220833,0.007993078374057423,0.008095750085349044,0.9681415208253075
TCGA-44-2668-01A-01D-0969-08,0.0005123397900761978,0.0005129171645434314,0.8440313859753097,0.1544310892462226,0.0005122678238481938
TCGA-44-2668-01A-01D-A271-08,0.0005651094499487779,0.0005661893214942167,0.840916372469717,0.15738716146026885,0.0005651672985712171
TCGA-44-2668-01A-01W-0928-08,0.0005173013349694736,0.0005172686154592028,0.8455162789949775,0.15293224944506412,0.0005169016095296734
TCGA-44-3396-01A-01D-1553-08,0.0010637465487878413,0.0010660145208222518,0.36025435544567724,0.41850841331403454,0.21910747017067805
TCGA-44-3398-01A-01D-1105-08,0.0010674995207567805,0.0010654937864076938,0.6198957139732922,0.22299934390292217,0.15497194881662116
TCGA-44-3917-01A-01D-A271-08,0.0008794031025607111,0.062439063714937106,0.7932394443712287,0.07870669323760193,0.06473539557367153
TCGA-44-3918-01A-01D-1105-08,0.00022071766617580757,0.00022060586414094166,0.9516834859940848,0.047655130308436815,0.00022006016716154944
TCGA-44-3918-01A-01D-A271-08,0.00021338822785747604,0.00021313148303051254,0.9517923568647115,0.04756840080022784,0.0002127226241727497
TCGA-44-3918-01B-02D-A271-08,0.00022182230472692454,0.00022126601118134246,0.9555789824671818,0.043757222353077226,0.0002207068638328123
TCGA-44-3919-01A-02D-1105-08,0.006010899642471594,0.16910347254666702,0.25366739681072936,0.04632376024256637,0.5248944707575656
TCGA-44-4112-01A-01D-1105-08,0.00047805390479482,0.00047804200238306247,0.9446284709169169,0.036760088754107564,0.01765534442179762
TCGA-44-4112-01A-01D-1458-08,0.00045723838166996034,0.00045650283191819716,0.9718224279371557,0.026806277231050248,0.00045755361820589064
TCGA-44-4112-01A-01D-A271-08,0.00047054707473551723,0.0004710561810664812,0.9285754035653794,0.03959866629553605,0.030884326883282586
TCGA-44-4112-01A-22D-A27T-08,0.00044272532719448444,0.0004427161249706908,0.9189196958177653,0.034591066965226375,0.04560379576484314
TCGA-44-4112-01A-31D-A27T-08,0.011148090621199466,0.0004107286761823476,0.8096299977984015,0.1426934361934233,0.036117746710793416
TCGA-44-4112-01B-06D-A271-08,0.0005871142660799738,0.0005865370483991652,0.9529793481868875,0.045257583364825854,0.0005894171338077773
TCGA-44-5644-01A-21D-2036-08,0.00020594448485758665,0.00020628803948333647,0.9127480057932863,0.021869599216285326,0.06497016246608736
TCGA-44-5645-01A-01D-A271-08,0.05582015574151018,0.005561644730961286,0.005609635719523729,0.005474216555649008,0.9275343472523558
TCGA-44-5645-01A-21D-A27T-08,0.06142847817138141,0.0050173501831781465,0.005045881146853481,0.004933946405395297,0.9235743440931916
TCGA-44-5645-01A-51D-A27T-08,0.0053347413691450535,0.005301979409429954,0.005318284061352183,0.005190702946244602,0.9788542922138282
TCGA-44-5645-01B-04D-A271-08,0.07954783530637564,0.005418553461053775,0.005454718397158402,0.0053307730098681085,0.9042481198255441
TCGA-44-6144-01A-11D-1753-08,0.0008682399913481317,0.0008707344996558152,0.7473094875342968,0.06939490720062699,0.18155663077407222
TCGA-44-6145-01A-11D-1753-08,0.0006270824654401594,0.0006261386840893408,0.9974851162043776,0.0006284327349557971,0.0006332299111371408
TCGA-44-6146-01A-11D-1753-08,0.34298188906062216,0.004909354785115279,0.004926655615337593,0.004899631789611222,0.6422824687493137
TCGA-44-6146-01A-11D-A271-08,0.32526477286868927,0.00489855933187568,0.004895377533119258,0.00488517935261496,0.6600561109137008
TCGA-44-6146-01A-21D-A27T-08,0.38935044846979283,0.0045627468184498855,0.004596122140426227,0.004565248050495793,0.5969254345208352
TCGA-44-6146-01A-31D-A27T-08,0.4052304339574207,0.0047790209040950524,0.004791115273111187,0.0047801111322252985,0.5804193187331479
TCGA-44-6147-01A-11D-1753-08,0.08774532354698902,0.001092919382464358,0.7695861475657163,0.05963199103022285,0.08194361847460745
TCGA-44-6147-01A-11D-A271-08,0.06457512789890175,0.0010270533567275455,0.7620947073322434,0.09762484745842354,0.07467826395370374
TCGA-44-6147-01A-21D-A27T-08,0.11941942063723944,0.0009048981551107151,0.6310771514794306,0.05371610154138719,0.19488242818683205
TCGA-44-6147-01A-31D-A27T-08,0.10407361220956013,0.0016590561606229562,0.8909460488144397,0.0016626362319570628,0.001658646583420211
TCGA-44-6774-01A-21D-1855-08,0.0006694587971882282,0.000664526226236993,0.9973372317058092,0.0006626738012843911,0.0006661094694811084
TCGA-44-6775-01A-11D-1855-08,0.003355335377562867,0.08396886534313953,0.514635950347157,0.0033734121231917802,0.3946664368089488
TCGA-44-6775-01A-11D-A271-08,0.003447398851050202,0.1727466923704071,0.3761630714380462,0.0034301179627675136,0.44421271937772894
TCGA-44-6775-01A-21D-A27T-08,0.0034962689554020906,0.1461052259393543,0.43824314754203497,0.00348022846548823,0.40867512909772025
TCGA-44-6775-01A-31D-A27T-08,0.003062804919481628,0.0030776022037546035,0.47291969121950933,0.09810653408078605,0.42283336757646833
TCGA-44-6776-01A-11D-1855-08,0.0010211322043456063,0.0010287673920389556,0.8771745415468413,0.0010282271474399952,0.119747331709334
TCGA-44-6778-01A-11D-1855-08,0.0005032779253132578,0.0005059318112298864,0.9185333856441754,0.0005087876653445222,0.0799486169539369
TCGA-44-6779-01A-11D-1855-08,0.041336994432572716,0.002030136467129273,0.5143703455146187,0.0338506657020981,0.40841185788358125
TCGA-44-7659-01A-11D-2063-08,0.0013514211995132544,0.0013533301714550915,0.817880453585723,0.036257462948513466,0.14315733209479506
TCGA-44-7660-01A-11D-2063-08,0.0005665875782048097,0.000566212857215358,0.6798783290270971,0.08609613733564116,0.23289273320184148
TCGA-44-7661-01A-11D-2063-08,0.0007823288009356113,0.0007861666556482423,0.8227446368406058,0.1357478978081588,0.039938969894651594
TCGA-44-7662-01A-11D-2063-08,0.013390387392196581,0.0003527326002325205,0.8809834016513592,0.08028607975313301,0.024987398603078553
TCGA-44-7667-01A-31D-2063-08,0.00042252138857924926,0.0004237097190946088,0.8670757483066877,0.00042607072871350985,0.13165194985692494
TCGA-44-7669-01A-21D-2063-08,0.0004300873047920283,0.00043008156952490317,0.8749910491160585,0.00042833944388331023,0.12372044256574125
TCGA-44-7670-01A-11D-2063-08,0.022059225409329204,0.00018099552466811455,0.8640513906084947,0.10699508022748652,0.006713308230021605
TCGA-44-7671-01A-11D-2063-08,0.0008522950946201325,0.04142426078143453,0.8539016713285854,0.0008585181811282353,0.10296325461423175
TCGA-44-7672-01A-11D-2063-08,0.0012698446853906106,0.0012777526364686404,0.93779629138758,0.0012650537484457866,0.05839105754211498
TCGA-44-8119-01A-11D-2238-08,0.000308975721138929,0.00030881071955023235,0.8439056237246784,0.00030856142971266503,0.15516802840491978
TCGA-44-8120-01A-11D-2238-08,0.00031824322164702426,0.0003182757122583387,0.9781564712334195,0.0006973438330032679,0.020509665999671835
TCGA-44-A479-01A-31D-A24D-08,0.0006949837043367883,0.0006951278647417521,0.9435676931240298,0.032915718626576856,0.022126476680314974
TCGA-44-A47A-01A-21D-A24D-08,0.000949444062782033,0.06360180929596698,0.44197961283773585,0.3099392966155421,0.18352983718797306
TCGA-44-A47B-01A-11D-A24D-08,0.11747560411711543,0.004559536279531745,0.24560197239087206,0.004556880108144335,0.6278060071043364
TCGA-44-A4SS-01A-11D-A24P-08,0.0004176288459673886,0.009272905556153326,0.7992940916346447,0.07741277430752849,0.11360259965570613
TCGA-49-4486-01A-01D-1265-08,0.001371290605708009,0.13540642075220055,0.2837691734103528,0.4744251076163241,0.10502800761541446
TCGA-49-4487-01A-21D-1855-08,0.0005834530337457415,0.0005837353480442541,0.8516698065561802,0.14657941379044376,0.0005835912715860909
TCGA-49-4488-01A-01D-1753-08,0.0006836484863551577,0.0006833687485542134,0.947852983835083,0.05009089758129789,0.0006891013487097643
TCGA-49-4490-01A-21D-1855-08,0.005026823333760412,0.0050871053099757774,0.005003009109403913,0.2735934713783211,0.7112895908685387
TCGA-49-4494-01A-01D-1265-08,0.0010177907704271643,0.0010239665973082852,0.9238983229327151,0.001030680111068234,0.07302923958848122
TCGA-49-4505-01A-01D-1931-08,0.000918417273970875,0.0009178626498018798,0.7521347976457058,0.05066055782985828,0.19536836460066312
TCGA-49-4506-01A-01D-1265-08,0.0017540020381230103,0.0017590153391059955,0.7501627425186189,0.001764613105122635,0.24455962699902956
TCGA-49-4507-01A-01D-1265-08,0.001000946226473318,0.05460879284660133,0.5668122673544737,0.17816654681808364,0.19941144675436825
TCGA-49-4510-01A-01D-1265-08,0.004354455975706726,0.004319115815045413,0.4936533335807196,0.07251875531420764,0.4251543393143206
TCGA-49-4512-01A-21D-1855-08,0.0055859989037073355,0.12339094422011485,0.2840401508108609,0.04245157005305653,0.5445313360122603
TCGA-49-4514-01A-21D-1855-08,0.0006034097340448178,0.08505011214005467,0.6092835893320272,0.30092803463182327,0.004134854162050099
TCGA-49-6744-01A-11D-1855-08,0.02889599287128658,0.0009610334765500377,0.9682190054416216,0.0009619266292199587,0.0009620415813216281
TCGA-49-6767-01A-11D-1855-08,0.0004060966637163033,0.00040550313442429557,0.9048951839726521,0.034078112936436776,0.06021510329277039
TCGA-49-AAQV-01A-11D-A397-08,0.0033435241284575368,0.0033585727313028032,0.2183272575673261,0.5076407598503221,0.2673298857225914
TCGA-49-AAR0-01A-21D-A397-08,0.04126396876361998,0.0015054659843657737,0.6250018469507549,0.09843813797543044,0.23379058032582897
TCGA-49-AAR3-01A-11D-A410-08,0.001655354352766253,0.0016562225275549795,0.747748709412424,0.09162282388984765,0.15731688981740713
TCGA-49-AAR4-01A-12D-A410-08,0.0003583031630922761,0.04518597227915938,0.8181714551953585,0.13592665723142497,0.00035761213096487744
TCGA-49-AARE-01A-11D-A410-08,0.00016061377405810842,0.0001606060150103303,0.9559857511383336,0.026493549330117164,0.01719947974248076
TCGA-49-AARN-01A-21D-A410-08,0.0002587796427258627,0.06659757707672777,0.415091951122884,0.08299080572629915,0.43506088643136326
TCGA-49-AARO-01A-12D-A410-08,0.00032769047759971726,0.00032629937647759666,0.9986917233413523,0.0003288184716287764,0.0003254683329414986
TCGA-49-AARQ-01A-11D-A410-08,0.02547363905895538,0.0002712141182164071,0.8937454233119878,0.08023865647564171,0.0002710670351988155
TCGA-49-AARR-01A-11D-A410-08,0.10105264995334223,0.10004046814517321,0.5975812469415701,0.10054432482042097,0.10078131013949344
TCGA-4B-A93V-01A-11D-A397-08,0.001431172053100209,0.06655942151188868,0.8460478136169295,0.001430902124816762,0.08453069069326503
TCGA-4H-AAAK-01A-12D-A41F-09,0.00923240662324687,0.009337985617915195,0.21793714361813224,0.009172960541279222,0.7543195035994265
TCGA-50-5044-01A-21D-1855-08,0.0015705230531281441,0.07890701539738637,0.001572521930790569,0.8664988963304346,0.05145104328826026
TCGA-50-5045-01A-01D-1625-08,0.0007139111693565847,0.0007121286925901081,0.9971369669444342,0.0007224042607225461,0.0007145889328966809
TCGA-50-5049-01A-01D-1625-08,0.00025996281490086535,0.00025908019800827527,0.9989635850891155,0.0002586331568851043,0.00025873874109019263
TCGA-50-5051-01A-21D-1855-08,0.0017692220209201974,0.0017538233225004602,0.7365002507053082,0.03275573149912734,0.22722097245214387
TCGA-50-5055-01A-01D-1625-08,0.018377993428582862,0.018644357655141466,0.018658753339880204,0.10290528711886182,0.8414136084575337
TCGA-50-5066-01A-01D-1625-08,0.000754763308926907,0.0007554049290316515,0.9275329086269154,0.05278204502290133,0.018174878112224728
TCGA-50-5066-02A-11D-2107-08,0.0005327723017586919,0.0005343204488579117,0.8379451346137969,0.027296706202012425,0.13369106643357406
TCGA-50-5068-01A-01D-1625-08,0.002243168799313109,0.002255156296398311,0.47913708669013927,0.06347919398796673,0.4528853942261825
TCGA-50-5072-01A-21D-1855-08,0.049520361917180435,0.0012381329378299574,0.7143604024226003,0.07805945617334584,0.15682164654904338
TCGA-50-5930-01A-11D-1753-08,0.00017611873089106293,0.00017536265121860062,0.9992981641463737,0.00017459603347573548,0.00017575843804076483
TCGA-50-5931-01A-11D-1753-08,0.017091490564410432,0.0006377610263083148,0.8350680364795237,0.031602616314378135,0.11560009561537939
TCGA-50-5932-01A-11D-1753-08,0.002662446811792903,0.0026433095499185494,0.9895010238540769,0.002587531785546015,0.0026056879986657024
TCGA-50-5933-01A-11D-1753-08,0.05429300899363671,0.00040057776835493984,0.797318936963122,0.03343861870667434,0.114548857568212
TCGA-50-5935-01A-11D-1753-08,0.0021405711146154625,0.14390358365649936,0.0021742786129171046,0.5010493862062779,0.35073218040969006
TCGA-50-5936-01A-11D-1625-08,0.001700803442784511,0.0017086661266494895,0.3344490342534205,0.4734003775500434,0.18874111862710224
TCGA-50-5939-01A-11D-1625-08,0.00278260867142077,0.109325558954669,0.22256306871967224,0.2034868275676266,0.46184193608661134
